,unit,cycle,os1,os2,m2,m3,m4,m6,m7,m8,m9,m11,m12,m13,m14,m15,m17,m20,m21,rul
12107,61,166,0.0007,0.0003,643.19,1588.26,1417.55,21.61,552.32,2388.18,9043.71,47.87,520.72,2388.23,8123.5,8.4349,394,38.5,23.1544,20
12108,61,167,0.0008,-0.0002,642.91,1598.37,1420.92,21.61,552.45,2388.23,9039.3,47.73,520.42,2388.26,8120.2,8.4654,395,38.71,23.2732,19
12109,61,168,0.0034,0.0001,643.16,1596.01,1421.04,21.61,552.31,2388.22,9044.53,48.0,520.98,2388.18,8122.82,8.4966,394,38.61,23.3654,18
12110,61,169,-0.0015,-0.0,642.98,1597.45,1415.84,21.61,551.96,2388.2,9047.95,47.89,520.3,2388.24,8119.22,8.4752,397,38.7,23.2252,17
12111,61,170,0.0015,-0.0005,643.34,1594.38,1420.64,21.61,552.61,2388.24,9050.07,47.62,520.71,2388.2,8128.83,8.4989,397,38.72,23.0212,16
12112,61,171,0.0,-0.0003,643.46,1596.99,1422.42,21.61,551.07,2388.23,9044.71,47.85,520.49,2388.22,8128.25,8.4697,396,38.44,23.1927,15
12113,61,172,-0.0006,-0.0003,643.26,1602.37,1416.4,21.61,552.33,2388.23,9041.21,47.89,520.44,2388.24,8119.73,8.4881,395,38.62,23.1052,14
12114,61,173,-0.0008,0.0004,643.77,1597.09,1423.02,21.61,551.95,2388.25,9046.24,48.02,520.46,2388.22,8120.92,8.4641,395,38.5,23.1417,13
12115,61,174,-0.0004,0.0001,643.32,1603.31,1422.98,21.61,551.88,2388.25,9041.33,48.07,520.29,2388.28,8121.83,8.4862,396,38.54,23.0664,12
12116,61,175,0.0002,-0.0001,643.19,1597.03,1424.3,21.61,551.69,2388.28,9047.52,48.0,520.11,2388.25,8113.57,8.4936,396,38.5,23.1427,11
12117,61,176,0.0,-0.0003,643.43,1596.56,1431.19,21.61,551.45,2388.27,9042.44,48.16,519.8,2388.28,8116.74,8.5378,396,38.52,23.1043,10
12118,61,177,-0.0075,-0.0004,643.12,1599.93,1419.31,21.61,551.77,2388.25,9047.94,47.94,519.55,2388.24,8117.73,8.5089,394,38.64,23.2137,9
12119,61,178,-0.0066,0.0001,643.61,1595.91,1420.18,21.61,551.92,2388.27,9036.28,47.95,519.76,2388.3,8115.33,8.461,396,38.58,23.1987,8
12120,61,179,-0.0006,0.0003,643.28,1598.9,1428.14,21.61,550.75,2388.28,9041.05,48.19,519.7,2388.26,8113.12,8.4991,395,38.66,23.0977,7
12121,61,180,-0.0009,-0.0004,643.52,1599.75,1421.91,21.61,550.73,2388.27,9043.28,48.02,519.33,2388.36,8113.01,8.5139,394,38.45,23.004,6
12122,61,181,0.001,-0.0005,643.78,1604.19,1420.72,21.61,552.09,2388.3,9044.23,48.1,519.44,2388.23,8113.37,8.5026,395,38.46,23.1098,5
12123,61,182,0.0018,0.0003,644.06,1606.3,1430.19,21.61,551.3,2388.3,9038.76,48.19,519.72,2388.33,8116.31,8.5286,396,38.6,22.9853,4
12124,61,183,0.0014,0.0,643.48,1609.91,1423.4,21.61,551.48,2388.28,9034.33,48.21,519.65,2388.31,8113.64,8.5365,395,38.55,23.1324,3
12125,61,184,0.0009,-0.0005,643.93,1596.35,1425.73,21.61,551.31,2388.26,9038.33,48.25,519.62,2388.32,8111.09,8.5217,396,38.53,23.1414,2
12126,61,185,-0.0049,0.0,643.39,1604.83,1426.0,21.61,551.12,2388.26,9038.93,48.23,519.82,2388.27,8109.39,8.519,397,38.34,22.984,1
12127,62,1,-0.0019,-0.0002,642.77,1588.2,1413.2,21.61,553.04,2388.07,9060.26,47.55,521.52,2388.1,8140.43,8.4479,392,38.94,23.2366,180
12128,62,2,-0.0037,0.0001,642.53,1580.22,1412.82,21.61,553.68,2388.08,9058.77,47.5,520.92,2388.1,8139.12,8.451,394,38.86,23.3081,179
12129,62,3,-0.0004,0.0004,642.52,1589.38,1408.06,21.61,553.07,2388.08,9055.76,47.68,521.57,2388.09,8137.36,8.4472,394,38.88,23.2851,178
12130,62,4,0.0037,0.0002,642.55,1592.7,1414.49,21.61,553.18,2388.13,9054.51,47.39,521.35,2388.1,8135.16,8.4726,394,38.83,23.3822,177
12131,62,5,-0.0007,0.0002,642.48,1594.58,1406.66,21.61,553.2,2388.09,9057.34,47.46,521.81,2388.12,8135.8,8.4468,394,38.7,23.3021,176
12132,62,6,-0.0017,-0.0003,642.55,1588.81,1411.51,21.61,553.5,2388.13,9053.97,47.55,521.85,2388.13,8133.35,8.4738,393,38.84,23.2778,175
12133,62,7,-0.0001,-0.0003,642.44,1590.91,1410.77,21.61,553.27,2388.13,9049.31,47.56,521.58,2388.08,8137.8,8.4606,394,38.83,23.3421,174
12134,62,8,0.0031,0.0005,642.47,1594.19,1408.83,21.61,553.54,2388.11,9051.55,47.45,520.61,2388.09,8136.48,8.4607,393,39.01,23.204,173
12135,62,9,-0.0019,0.0002,642.61,1590.49,1407.77,21.61,553.9,2388.06,9059.34,47.52,521.92,2388.14,8137.48,8.4343,394,38.8,23.3007,172
12136,62,10,-0.0026,0.0002,642.0,1594.78,1406.07,21.61,553.38,2388.1,9056.02,47.83,520.74,2388.12,8138.6,8.4353,393,38.72,23.3199,171
12137,62,11,0.0035,0.0001,643.0,1588.03,1411.29,21.61,553.09,2388.13,9053.53,47.74,521.05,2388.1,8134.02,8.4644,393,38.71,23.3129,170
12138,62,12,0.0004,0.0004,642.5,1587.15,1411.1,21.61,553.51,2388.09,9060.59,47.53,521.08,2388.16,8138.42,8.4513,392,38.88,23.1887,169
12139,62,13,0.0016,0.0004,642.91,1585.28,1412.85,21.61,553.58,2388.17,9067.54,47.8,521.17,2388.14,8136.13,8.4616,392,38.73,23.2376,168
12140,62,14,0.0037,-0.0003,642.75,1595.56,1406.94,21.61,552.91,2388.06,9055.2,47.6,521.84,2388.11,8137.32,8.4511,392,38.69,23.3035,167
12141,62,15,0.0002,0.0002,642.66,1591.3,1406.98,21.61,553.61,2388.15,9054.87,47.63,521.17,2388.09,8133.7,8.4489,393,38.79,23.2675,166
12142,62,16,-0.0008,0.0004,642.49,1590.6,1415.43,21.61,553.46,2388.1,9055.03,47.61,521.4,2388.11,8132.83,8.4956,392,38.81,23.2082,165
12143,62,17,0.0022,-0.0002,642.79,1594.19,1398.21,21.61,553.15,2388.12,9059.33,47.46,521.73,2388.2,8138.53,8.4168,391,38.88,23.3373,164
12144,62,18,0.0019,0.0001,643.01,1591.88,1406.25,21.61,552.93,2388.11,9057.93,47.7,521.42,2388.06,8141.7,8.4038,394,38.71,23.3272,163
12145,62,19,-0.0009,0.0002,642.36,1582.75,1407.26,21.61,553.63,2388.17,9053.46,47.74,521.14,2388.08,8137.02,8.4299,393,38.86,23.2892,162
12146,62,20,0.0018,0.0004,642.91,1585.24,1414.27,21.61,553.65,2388.08,9060.28,47.63,521.21,2388.13,8133.29,8.4684,394,38.81,23.1553,161
12147,62,21,0.0015,-0.0003,642.53,1590.73,1409.23,21.61,553.39,2388.17,9070.01,47.55,521.33,2388.13,8136.16,8.4538,393,38.74,23.1925,160
12148,62,22,-0.0018,0.0003,642.21,1591.23,1407.09,21.61,552.39,2388.08,9055.42,47.57,521.41,2388.16,8138.1,8.4825,392,38.8,23.3909,159
12149,62,23,-0.002,-0.0002,642.35,1593.99,1404.89,21.61,553.13,2388.13,9058.76,47.53,521.0,2388.1,8134.11,8.4256,392,38.81,23.3098,158
12150,62,24,0.0039,-0.0004,643.05,1589.14,1408.05,21.61,553.06,2388.1,9061.7,47.61,521.33,2388.09,8137.2,8.479,393,38.86,23.3371,157
12151,62,25,0.0012,-0.0,642.63,1592.98,1406.74,21.61,552.47,2388.08,9050.07,47.62,521.26,2388.09,8137.39,8.4096,394,39.02,23.2612,156
12152,62,26,-0.0005,0.0005,643.04,1593.21,1408.69,21.61,552.64,2388.11,9056.43,47.5,521.39,2388.07,8139.42,8.4435,393,38.92,23.2603,155
12153,62,27,0.0033,0.0001,643.02,1594.89,1414.84,21.61,553.17,2388.13,9056.94,47.43,521.04,2388.15,8132.02,8.4319,393,38.83,23.2148,154
12154,62,28,-0.0001,0.0003,642.37,1587.16,1409.02,21.61,552.98,2388.12,9053.39,47.4,521.34,2388.13,8135.56,8.4379,393,38.85,23.2734,153
12155,62,29,0.0026,0.0001,642.78,1595.36,1410.11,21.61,553.33,2388.19,9060.39,47.6,521.77,2388.15,8139.18,8.4882,393,38.77,23.263,152
12156,62,30,-0.001,0.0005,642.5,1591.94,1412.14,21.61,552.99,2388.12,9060.53,47.65,521.75,2388.13,8136.55,8.4135,393,38.67,23.3297,151
12157,62,31,0.0031,-0.0,643.11,1598.06,1410.57,21.61,552.63,2388.1,9060.52,47.59,521.22,2388.06,8134.15,8.4183,393,38.76,23.1726,150
12158,62,32,-0.0023,-0.0002,642.68,1591.31,1411.31,21.61,553.47,2388.15,9057.44,47.5,521.2,2388.11,8137.75,8.4488,392,38.99,23.3329,149
12159,62,33,-0.0033,0.0004,642.24,1590.59,1411.03,21.61,553.95,2388.14,9050.12,47.62,521.38,2388.05,8140.6,8.4512,393,38.84,23.2909,148
12160,62,34,-0.0005,-0.0004,642.25,1590.12,1416.58,21.61,553.16,2388.15,9056.04,47.49,521.41,2388.16,8134.03,8.4759,393,38.94,23.2215,147
12161,62,35,0.0035,-0.0002,642.88,1591.24,1409.62,21.61,553.99,2388.08,9052.1,47.62,520.87,2388.12,8133.94,8.4333,393,38.8,23.2969,146
12162,62,36,0.0029,0.0004,642.47,1584.89,1409.3,21.61,552.42,2388.05,9056.56,47.45,521.54,2388.11,8139.77,8.422,392,38.83,23.3676,145
12163,62,37,0.0017,0.0004,642.2,1592.17,1411.42,21.61,552.75,2388.15,9056.32,47.69,521.3,2388.1,8139.22,8.4486,393,38.67,23.2645,144
12164,62,38,-0.0027,0.0002,642.24,1590.42,1413.17,21.61,553.03,2388.11,9058.6,47.83,520.72,2388.12,8138.51,8.4496,392,38.98,23.3147,143
12165,62,39,-0.0028,0.0003,642.79,1594.87,1414.58,21.61,553.8,2388.12,9060.09,47.78,521.03,2388.11,8141.65,8.4785,394,38.88,23.2311,142
12166,62,40,-0.0014,0.0006,643.09,1590.73,1404.55,21.61,553.29,2388.12,9058.08,47.73,521.36,2388.12,8131.41,8.4408,394,38.9,23.3245,141
12167,62,41,0.0025,-0.0002,642.24,1596.1,1406.87,21.61,553.31,2388.1,9059.22,47.76,521.34,2388.12,8139.53,8.4444,393,38.88,23.3163,140
12168,62,42,-0.0029,-0.0001,642.51,1596.25,1407.3,21.61,553.49,2388.13,9056.64,47.59,521.52,2388.13,8136.73,8.442,395,38.83,23.3433,139
12169,62,43,-0.0039,-0.0001,643.39,1584.8,1409.41,21.61,552.97,2388.13,9057.27,47.53,521.22,2388.15,8135.26,8.4477,394,38.8,23.2545,138
12170,62,44,0.0044,-0.0001,642.64,1593.48,1409.52,21.61,554.17,2388.13,9055.18,47.63,521.57,2388.15,8136.9,8.4407,394,38.83,23.2683,137
12171,62,45,-0.0015,0.0,642.69,1586.3,1409.73,21.61,553.62,2388.12,9050.9,47.47,521.52,2388.06,8131.78,8.4485,394,38.8,23.3059,136
12172,62,46,-0.0023,0.0004,643.05,1596.44,1410.74,21.61,553.58,2388.11,9061.54,47.55,520.98,2388.11,8137.63,8.468,394,38.74,23.2349,135
12173,62,47,-0.0005,0.0002,642.51,1595.96,1413.37,21.61,553.01,2388.1,9059.6,47.62,521.19,2388.06,8137.72,8.4528,393,38.83,23.291,134
12174,62,48,0.0014,0.0003,642.34,1593.0,1410.81,21.61,554.08,2388.1,9057.6,47.44,520.99,2388.09,8136.21,8.463,393,38.74,23.2814,133
12175,62,49,-0.0016,-0.0003,643.12,1582.68,1416.11,21.61,552.94,2388.1,9060.98,47.53,521.22,2388.11,8136.29,8.424,394,38.85,23.3831,132
12176,62,50,-0.0034,0.0002,642.4,1580.85,1414.34,21.61,553.18,2388.1,9049.71,47.55,521.41,2388.09,8140.28,8.4255,393,38.78,23.3653,131
12177,62,51,0.0019,-0.0004,642.5,1586.58,1412.15,21.61,553.54,2388.1,9053.41,47.55,521.33,2388.17,8138.74,8.4696,394,38.62,23.298,130
12178,62,52,-0.002,0.0002,642.83,1584.12,1408.3,21.61,553.08,2388.13,9058.36,47.67,521.12,2388.14,8134.77,8.4263,394,38.84,23.3222,129
12179,62,53,-0.0043,0.0001,642.67,1592.03,1400.45,21.61,553.63,2388.11,9051.45,47.78,521.63,2388.17,8133.82,8.4582,394,38.83,23.205,128
12180,62,54,0.0013,0.0001,642.91,1590.54,1402.89,21.61,553.11,2388.05,9066.16,47.63,521.17,2388.16,8136.77,8.421,393,38.78,23.2184,127
12181,62,55,-0.0031,0.0001,643.17,1597.46,1411.69,21.61,552.85,2388.14,9053.27,47.54,520.97,2388.13,8135.27,8.4886,394,38.7,23.1645,126
12182,62,56,0.0006,-0.0001,642.62,1597.66,1413.29,21.61,553.01,2388.07,9052.82,47.6,521.32,2388.09,8137.08,8.4613,395,38.74,23.2325,125
12183,62,57,-0.0023,-0.0004,642.59,1592.83,1411.37,21.61,552.52,2388.05,9055.15,47.61,521.0,2388.13,8133.35,8.449,394,38.92,23.3139,124
12184,62,58,0.0017,0.0001,643.42,1591.58,1414.19,21.61,553.43,2388.15,9063.38,47.63,521.24,2388.09,8138.87,8.4351,395,38.74,23.348,123
12185,62,59,-0.0051,-0.0001,642.67,1590.46,1414.86,21.61,553.0,2388.12,9059.45,47.69,521.22,2388.11,8131.14,8.4566,395,38.83,23.2699,122
12186,62,60,0.0006,0.0006,642.48,1590.01,1400.12,21.61,552.69,2388.13,9058.95,47.6,521.44,2388.13,8136.98,8.4901,392,38.78,23.2481,121
12187,62,61,-0.0008,0.0002,642.64,1599.65,1411.67,21.61,553.28,2388.15,9064.75,47.68,521.01,2388.12,8134.48,8.4438,394,38.83,23.2186,120
12188,62,62,0.0012,-0.0001,641.87,1592.34,1407.17,21.61,552.88,2388.05,9052.72,47.67,520.87,2388.13,8132.97,8.4641,393,38.84,23.2188,119
12189,62,63,0.0064,-0.0003,642.95,1595.39,1406.49,21.61,553.11,2388.15,9051.74,47.77,520.94,2388.14,8137.69,8.4213,395,38.88,23.1989,118
12190,62,64,-0.0003,0.0004,642.85,1589.33,1408.97,21.61,553.73,2388.13,9060.32,47.61,521.0,2388.1,8129.88,8.4675,395,38.55,23.1978,117
12191,62,65,0.0009,0.0005,642.76,1586.38,1409.1,21.61,553.12,2388.07,9060.0,47.62,521.21,2388.16,8136.1,8.4293,393,38.73,23.2452,116
12192,62,66,0.0018,-0.0003,642.88,1590.08,1411.81,21.61,553.46,2388.14,9049.81,47.67,521.14,2388.16,8133.82,8.4345,395,38.83,23.3,115
12193,62,67,0.0023,0.0002,643.3,1589.33,1414.17,21.61,553.59,2388.13,9056.55,47.75,521.67,2388.11,8134.34,8.4754,393,38.97,23.292,114
12194,62,68,0.0009,0.0005,642.67,1586.54,1409.61,21.61,553.43,2388.1,9057.22,47.52,521.12,2388.09,8133.04,8.4254,393,38.88,23.1945,113
12195,62,69,-0.0038,0.0004,642.97,1600.87,1410.2,21.61,553.3,2388.09,9060.4,47.61,520.79,2388.14,8133.03,8.4403,393,38.75,23.3407,112
12196,62,70,0.0027,-0.0001,642.73,1599.06,1404.95,21.61,553.53,2388.17,9058.52,47.56,520.91,2388.15,8133.12,8.4668,392,38.76,23.3064,111
12197,62,71,0.0007,-0.0003,643.33,1588.17,1406.7,21.61,553.55,2388.09,9059.1,47.52,520.92,2388.11,8132.86,8.4382,393,38.94,23.3558,110
12198,62,72,-0.0007,0.0006,643.05,1592.31,1416.16,21.61,552.58,2388.17,9055.27,47.67,521.2,2388.16,8129.17,8.4809,393,38.62,23.2661,109
12199,62,73,0.0027,0.0004,642.06,1590.58,1412.89,21.61,552.58,2388.1,9054.89,47.72,521.11,2388.12,8137.56,8.4307,394,38.74,23.3154,108
12200,62,74,0.0044,0.0002,642.77,1591.98,1414.85,21.61,553.09,2388.08,9060.16,47.58,521.05,2388.16,8143.48,8.483,394,38.71,23.3155,107
12201,62,75,0.0032,0.0003,642.95,1589.64,1413.87,21.61,552.5,2388.16,9056.66,47.64,521.58,2388.14,8134.32,8.4544,394,38.65,23.3848,106
12202,62,76,-0.0011,0.0004,643.06,1593.76,1412.05,21.61,552.44,2388.21,9057.2,47.61,521.18,2388.13,8133.03,8.4648,394,38.92,23.2772,105
12203,62,77,0.0015,-0.0001,642.88,1589.94,1416.65,21.61,553.35,2388.16,9054.12,47.56,521.86,2388.11,8135.26,8.4294,393,38.73,23.2382,104
12204,62,78,0.0022,-0.0001,643.39,1587.9,1409.14,21.61,552.79,2388.15,9057.91,47.6,521.44,2388.08,8137.56,8.4233,394,38.84,23.3637,103
12205,62,79,-0.0002,-0.0001,642.51,1587.18,1411.4,21.61,552.17,2388.13,9047.97,47.81,521.48,2388.18,8140.06,8.4046,394,38.72,23.3528,102
12206,62,80,0.0022,-0.0001,642.85,1591.43,1418.28,21.61,553.45,2388.14,9058.31,47.69,521.12,2388.16,8135.16,8.4469,393,38.9,23.2274,101
12207,62,81,-0.0006,0.0004,642.63,1594.07,1413.66,21.61,552.72,2388.1,9049.85,47.64,521.38,2388.14,8141.27,8.4431,393,38.73,23.2581,100
12208,62,82,-0.0032,0.0004,642.62,1598.45,1413.04,21.61,553.37,2388.16,9056.91,47.62,520.89,2388.13,8131.66,8.4292,392,38.88,23.2267,99
12209,62,83,0.0001,-0.0003,642.22,1591.26,1413.15,21.61,553.92,2388.11,9058.68,47.57,521.14,2388.13,8133.06,8.4564,393,38.69,23.246,98
12210,62,84,0.0012,0.0005,642.92,1594.76,1410.54,21.61,553.96,2388.13,9053.85,47.49,521.22,2388.13,8135.0,8.4201,394,38.7,23.1463,97
12211,62,85,-0.0045,-0.0002,642.79,1599.03,1413.38,21.61,553.77,2388.11,9054.5,47.62,521.38,2388.15,8136.47,8.4926,394,38.86,23.34,96
12212,62,86,0.0034,-0.0004,643.22,1589.18,1407.39,21.61,553.34,2388.17,9052.09,47.56,520.78,2388.07,8139.22,8.4522,393,38.55,23.1726,95
12213,62,87,0.0035,0.0003,643.07,1588.57,1419.23,21.61,553.19,2388.11,9057.72,47.84,520.88,2388.17,8136.58,8.4229,393,38.73,23.2408,94
12214,62,88,-0.0016,-0.0001,642.63,1590.16,1405.56,21.61,553.05,2388.07,9054.82,47.64,521.57,2388.11,8135.63,8.4892,393,38.77,23.1595,93
12215,62,89,-0.0019,-0.0001,642.72,1586.41,1410.79,21.61,553.94,2388.16,9054.96,47.74,520.94,2388.11,8132.35,8.4431,393,38.64,23.2372,92
12216,62,90,0.0011,-0.0001,642.68,1595.35,1408.34,21.61,552.05,2388.11,9058.31,47.67,520.84,2388.14,8138.33,8.4246,395,38.81,23.2076,91
12217,62,91,-0.0043,-0.0,642.86,1592.3,1412.59,21.61,553.07,2388.11,9055.67,47.71,521.04,2388.19,8144.4,8.4715,394,38.78,23.247,90
12218,62,92,0.003,-0.0003,643.39,1595.1,1408.1,21.61,553.08,2388.12,9058.91,47.78,521.23,2388.15,8128.01,8.4626,391,38.87,23.1775,89
12219,62,93,0.0012,0.0001,642.68,1595.48,1405.98,21.61,552.8,2388.13,9055.38,47.79,520.77,2388.12,8137.76,8.4611,395,38.81,23.2444,88
12220,62,94,-0.0021,-0.0001,643.02,1594.51,1407.31,21.61,553.05,2388.16,9055.52,47.49,521.31,2388.13,8136.11,8.4598,394,38.45,23.1474,87
12221,62,95,0.005,-0.0002,642.98,1598.53,1411.22,21.61,552.81,2388.14,9052.38,47.53,521.12,2388.11,8135.56,8.4947,394,38.84,23.2248,86
12222,62,96,-0.0005,0.0,642.76,1592.77,1416.87,21.61,553.19,2388.15,9050.48,47.68,521.08,2388.14,8133.41,8.4399,395,38.6,23.2269,85
12223,62,97,-0.0012,0.0004,642.67,1595.83,1418.07,21.61,552.97,2388.16,9063.28,47.7,520.66,2388.15,8132.15,8.4954,393,38.83,23.2593,84
12224,62,98,-0.0008,0.0005,642.52,1589.76,1409.98,21.61,553.35,2388.14,9060.92,47.77,521.13,2388.04,8135.83,8.4606,393,38.81,23.2063,83
12225,62,99,-0.0024,0.0003,642.78,1594.26,1415.34,21.61,553.14,2388.22,9056.32,47.64,520.81,2388.2,8134.35,8.4749,395,38.69,23.1551,82
12226,62,100,0.003,0.0,642.75,1599.32,1410.55,21.61,552.84,2388.12,9058.0,47.71,521.08,2388.19,8137.61,8.4475,395,38.89,23.1755,81
12227,62,101,0.0008,-0.0003,643.1,1597.38,1414.79,21.61,553.15,2388.18,9050.88,47.62,521.34,2388.15,8128.93,8.4636,393,38.65,23.2016,80
12228,62,102,0.0006,-0.0002,642.6,1592.13,1412.29,21.61,553.49,2388.12,9059.15,47.64,521.26,2388.17,8130.32,8.4713,394,38.79,23.3083,79
12229,62,103,0.0009,-0.0001,643.45,1590.9,1415.37,21.61,552.46,2388.14,9059.14,47.84,521.66,2388.15,8132.75,8.4578,393,38.65,23.2811,78
12230,62,104,-0.0038,-0.0003,642.66,1586.58,1417.13,21.61,553.28,2388.15,9051.34,47.74,520.96,2388.12,8136.43,8.4525,394,38.73,23.2646,77
12231,62,105,0.0011,0.0005,642.6,1594.29,1413.35,21.61,552.46,2388.16,9054.4,47.7,520.86,2388.16,8132.64,8.4252,393,38.88,23.2931,76
12232,62,106,-0.0021,-0.0001,643.1,1591.36,1412.83,21.61,552.96,2388.15,9059.08,47.55,520.81,2388.2,8135.59,8.4609,393,38.73,23.1762,75
12233,62,107,0.0013,0.0004,643.1,1593.23,1411.13,21.61,553.42,2388.1,9060.33,47.55,521.2,2388.16,8135.4,8.4787,394,38.83,23.3228,74
12234,62,108,-0.001,-0.0002,642.81,1590.27,1407.61,21.61,553.2,2388.13,9063.95,47.66,520.64,2388.19,8133.38,8.4736,391,38.79,23.1893,73
12235,62,109,0.0017,-0.0002,643.17,1596.08,1414.77,21.61,553.2,2388.18,9051.93,47.78,521.2,2388.12,8134.86,8.4604,394,38.72,23.1983,72
12236,62,110,0.0019,0.0004,642.98,1590.93,1417.33,21.61,552.7,2388.12,9054.04,48.02,521.13,2388.15,8126.06,8.4408,393,39.01,23.2666,71
12237,62,111,-0.0017,0.0004,643.39,1593.92,1415.12,21.61,552.87,2388.17,9062.56,47.71,521.25,2388.13,8136.08,8.4494,396,38.79,23.157,70
12238,62,112,-0.0012,-0.0001,642.51,1592.29,1413.9,21.61,552.54,2388.17,9056.78,47.8,520.58,2388.21,8132.62,8.4403,395,38.65,23.2259,69
12239,62,113,-0.0044,-0.0004,642.95,1590.52,1414.98,21.61,553.04,2388.13,9060.99,47.82,520.83,2388.13,8133.19,8.484,392,38.74,23.2042,68
12240,62,114,-0.0007,0.0005,643.1,1584.61,1414.03,21.61,552.93,2388.16,9058.08,47.86,520.96,2388.18,8131.82,8.4338,395,38.64,23.1717,67
12241,62,115,0.001,-0.0003,642.5,1590.07,1412.89,21.61,553.29,2388.17,9057.09,47.76,520.59,2388.16,8128.88,8.4704,394,38.64,23.3771,66
12242,62,116,-0.0018,-0.0002,643.27,1591.83,1416.79,21.61,553.07,2388.18,9054.67,47.67,520.92,2388.09,8126.22,8.439,395,38.72,23.2497,65
12243,62,117,-0.0019,0.0004,643.28,1595.14,1412.28,21.61,551.99,2388.2,9051.56,47.63,520.5,2388.17,8131.46,8.4645,393,38.69,23.2363,64
12244,62,118,0.0003,0.0001,643.02,1596.58,1416.25,21.61,552.5,2388.15,9056.23,47.8,520.96,2388.2,8138.89,8.4467,395,38.68,23.2386,63
12245,62,119,0.0002,0.0,642.8,1597.84,1423.39,21.61,553.25,2388.13,9057.04,47.62,520.5,2388.12,8139.12,8.4728,393,38.64,23.2475,62
12246,62,120,0.0006,0.0001,643.0,1592.77,1415.12,21.61,552.87,2388.17,9050.41,47.75,520.46,2388.13,8132.88,8.4501,394,38.72,23.299,61
12247,62,121,0.003,0.0004,642.59,1592.77,1417.1,21.61,553.25,2388.14,9053.26,47.94,521.09,2388.15,8133.72,8.444,394,38.66,23.2232,60
12248,62,122,0.0011,0.0003,642.9,1600.17,1416.72,21.61,552.67,2388.18,9054.54,47.76,521.06,2388.11,8132.98,8.4499,394,38.56,23.2031,59
12249,62,123,0.0046,0.0003,643.05,1591.99,1409.42,21.61,552.8,2388.11,9052.94,47.58,521.26,2388.18,8133.29,8.4623,395,38.83,23.2613,58
12250,62,124,-0.0033,-0.0002,643.28,1595.49,1415.36,21.61,552.12,2388.18,9061.61,47.76,520.86,2388.16,8127.4,8.4633,394,38.79,23.2333,57
12251,62,125,-0.0005,0.0001,643.03,1593.71,1418.66,21.61,552.4,2388.24,9050.13,47.9,520.77,2388.15,8127.59,8.4455,393,38.61,23.2072,56
12252,62,126,-0.0029,-0.0002,643.6,1596.16,1418.26,21.61,552.66,2388.21,9055.35,47.76,521.02,2388.24,8127.89,8.5184,394,38.64,23.2842,55
12253,62,127,0.0013,0.0005,643.36,1589.77,1418.87,21.61,552.53,2388.17,9050.42,47.83,520.64,2388.15,8133.71,8.5125,394,38.76,23.1652,54
12254,62,128,-0.0003,0.0004,643.39,1594.36,1418.73,21.61,552.38,2388.24,9056.17,47.9,520.47,2388.18,8130.47,8.4745,393,38.54,23.1425,53
12255,62,129,-0.0051,-0.0003,643.13,1591.62,1415.35,21.61,552.96,2388.17,9061.81,47.83,521.01,2388.19,8131.7,8.4765,394,38.81,23.2219,52
12256,62,130,-0.0005,0.0002,642.75,1587.89,1415.56,21.61,552.77,2388.21,9057.77,47.73,520.65,2388.19,8129.5,8.5065,395,38.6,23.3333,51
12257,62,131,-0.0029,-0.0002,643.32,1598.59,1424.62,21.61,552.38,2388.15,9061.44,47.61,520.2,2388.19,8128.29,8.4787,392,38.67,23.2124,50
12258,62,132,-0.0024,-0.0003,642.54,1594.05,1414.36,21.61,552.28,2388.19,9055.71,47.72,520.75,2388.24,8126.4,8.4638,395,38.6,23.1657,49
12259,62,133,0.0006,0.0001,643.41,1591.25,1414.19,21.61,552.4,2388.18,9052.03,47.74,520.82,2388.2,8133.66,8.4303,395,38.8,23.1958,48
12260,62,134,-0.0004,0.0005,642.86,1599.92,1413.52,21.61,552.86,2388.23,9047.38,47.8,520.44,2388.17,8125.14,8.4718,396,38.51,23.1037,47
12261,62,135,-0.0042,-0.0004,642.85,1586.27,1414.56,21.61,552.29,2388.17,9057.47,47.84,520.22,2388.18,8132.55,8.5068,395,38.82,23.1756,46
12262,62,136,-0.002,-0.0,642.52,1592.01,1413.11,21.61,552.45,2388.18,9056.33,47.92,520.35,2388.18,8131.77,8.4873,395,38.66,23.2115,45
12263,62,137,-0.0002,-0.0004,642.85,1590.56,1411.41,21.61,551.97,2388.15,9059.88,47.8,520.87,2388.2,8132.16,8.4825,395,38.71,23.1141,44
12264,62,138,0.0002,-0.0,643.21,1592.78,1417.85,21.61,552.16,2388.19,9053.57,47.96,520.51,2388.23,8129.84,8.4345,396,38.64,23.2016,43
12265,62,139,-0.0013,0.0004,642.88,1598.87,1421.41,21.61,551.42,2388.17,9055.42,47.61,520.21,2388.22,8137.24,8.5034,395,38.56,23.1834,42
12266,62,140,0.0004,0.0003,642.84,1592.96,1424.22,21.61,552.3,2388.18,9051.64,47.62,520.67,2388.2,8126.48,8.4637,394,38.81,23.1805,41
12267,62,141,-0.0003,-0.0001,643.11,1601.42,1414.9,21.61,552.51,2388.17,9047.32,47.89,521.06,2388.18,8132.11,8.4645,395,38.78,23.1438,40
12268,62,142,0.0015,-0.0,642.76,1585.62,1421.04,21.61,552.38,2388.25,9048.69,47.75,520.6,2388.19,8124.38,8.4868,395,38.63,23.1652,39
