,os1,os2,m2,m3,m4,m6,m7,m8,m9,m11,m12,m13,m14,m15,m17,m20,m21
7903,-0.0003,-0.0,641.94,1589.77,1398.42,21.61,553.9,2388.06,9064.74,47.1,522.8,2388.02,8142.89,8.4334,391,38.88,23.4167
7904,0.0016,-0.0002,642.75,1585.32,1404.53,21.61,554.39,2388.02,9073.28,47.17,522.07,2388.05,8149.99,8.3993,392,38.86,23.2632
7905,-0.0007,0.0005,642.25,1574.75,1404.14,21.61,553.87,2388.03,9066.76,47.34,522.1,2388.0,8145.81,8.4419,393,38.81,23.409
7906,-0.0,0.0,641.47,1584.14,1399.08,21.61,554.04,2388.05,9065.52,47.45,521.8,2388.04,8150.22,8.3943,392,38.96,23.5181
7907,0.0003,0.0001,642.13,1594.1,1403.61,21.61,554.52,2388.02,9064.11,47.29,522.49,2388.05,8147.52,8.4334,392,38.95,23.3764
7908,0.0004,-0.0004,642.43,1588.62,1404.47,21.61,553.65,2388.03,9070.12,47.36,522.37,2388.05,8149.49,8.4402,393,38.94,23.5444
7909,-0.001,0.0001,643.14,1582.52,1390.03,21.61,554.02,2388.02,9068.44,47.44,522.52,2388.04,8152.81,8.3984,390,38.96,23.3158
7910,-0.0018,0.0004,642.14,1587.45,1405.65,21.61,554.17,2388.04,9069.46,47.4,521.98,2388.0,8147.42,8.4264,392,39.1,23.3126
7911,0.0013,-0.0003,642.01,1591.37,1398.48,21.61,554.57,2388.01,9060.09,47.48,522.5,2388.04,8145.86,8.4142,392,38.76,23.4508
7912,0.0032,0.0002,642.76,1585.28,1403.97,21.6,554.18,2388.03,9063.66,47.21,522.26,2387.97,8149.73,8.3983,392,38.82,23.4371
7913,-0.0003,-0.0001,642.34,1583.29,1398.25,21.61,554.29,2388.0,9072.97,47.26,522.15,2388.04,8144.47,8.3781,393,39.14,23.3553
7914,0.0037,0.0004,641.91,1585.96,1403.46,21.61,554.65,2387.98,9066.45,47.39,522.64,2388.02,8155.51,8.4384,393,38.96,23.3483
7915,-0.0019,0.0001,642.18,1593.36,1403.89,21.61,554.37,2388.01,9077.09,47.38,522.09,2387.98,8149.65,8.3937,391,38.95,23.2136
7916,-0.0016,-0.0004,642.92,1580.98,1400.1,21.61,554.06,2388.04,9068.85,47.36,522.28,2388.01,8147.5,8.4333,391,39.03,23.3007
7917,0.0007,-0.0001,642.52,1585.5,1391.57,21.61,553.73,2388.01,9071.92,47.42,522.09,2388.06,8151.19,8.3621,392,38.92,23.3262
7918,-0.0029,0.0004,641.9,1592.2,1402.3,21.61,554.44,2388.08,9071.42,47.21,521.75,2388.02,8152.88,8.4452,393,38.95,23.3024
7919,0.0017,0.0005,641.86,1581.17,1399.7,21.61,554.23,2388.02,9066.07,47.18,521.71,2388.04,8150.75,8.4404,393,39.1,23.3619
7920,0.0014,0.0,642.23,1581.02,1406.45,21.61,554.2,2388.04,9061.5,47.18,521.87,2388.07,8147.55,8.433,393,38.97,23.2193
7921,-0.0031,0.0005,642.61,1584.33,1402.66,21.61,553.99,2388.01,9068.1,47.26,521.85,2388.02,8152.2,8.4442,392,38.89,23.2864
7922,-0.0015,0.0001,642.59,1590.74,1403.21,21.61,553.69,2388.01,9067.26,47.37,521.76,2387.99,8154.44,8.4439,392,38.91,23.3741
7923,0.003,0.0004,642.44,1584.77,1401.43,21.61,553.95,2388.02,9063.64,47.35,521.71,2388.06,8149.11,8.4289,391,38.99,23.2899
7924,0.0006,-0.0004,642.24,1585.08,1398.2,21.61,554.44,2387.93,9063.83,47.19,522.04,2388.05,8151.87,8.4307,393,38.82,23.3179
7925,0.0017,0.0005,642.87,1597.59,1406.99,21.61,554.07,2388.1,9066.47,47.38,522.15,2388.01,8150.46,8.4156,392,38.92,23.2304
7926,-0.0012,-0.0004,643.08,1588.91,1404.61,21.61,554.33,2388.03,9077.0,47.38,522.05,2388.09,8156.04,8.3978,391,38.99,23.3855
7927,0.0005,-0.0002,643.02,1583.21,1407.7,21.61,553.9,2388.03,9074.5,47.33,522.07,2388.08,8146.97,8.4159,393,38.97,23.3209
7928,0.0023,-0.0004,642.07,1585.52,1406.22,21.61,554.27,2388.04,9078.05,47.31,522.41,2388.07,8153.04,8.406,395,38.85,23.3706
7929,-0.0007,-0.0001,642.25,1588.69,1406.73,21.61,554.41,2388.01,9069.15,47.3,522.17,2387.97,8150.53,8.4196,391,39.05,23.4737
7930,0.0002,0.0003,642.3,1586.0,1412.53,21.61,553.99,2388.02,9067.48,47.34,522.06,2388.06,8151.72,8.4046,392,38.87,23.2925
7931,0.0001,0.0003,642.33,1587.36,1405.95,21.61,554.79,2388.04,9060.86,47.22,522.28,2388.04,8155.39,8.4462,391,38.67,23.2898
7932,0.0036,-0.0,642.4,1585.43,1406.36,21.61,553.75,2388.03,9079.72,47.34,521.93,2388.03,8155.11,8.4006,392,38.91,23.4421
7933,0.0021,0.0001,642.38,1586.82,1405.84,21.61,553.43,2388.04,9068.81,47.54,522.24,2388.0,8153.6,8.3985,392,39.06,23.2663
7934,-0.0014,-0.0003,642.63,1585.81,1395.54,21.61,554.13,2388.09,9075.54,47.56,522.13,2388.07,8149.43,8.4272,393,38.89,23.4292
7935,-0.0005,0.0001,642.09,1589.77,1406.41,21.61,554.32,2388.01,9071.53,47.26,521.91,2388.02,8158.86,8.4123,393,38.94,23.2614
7936,-0.0022,0.0004,642.09,1585.93,1401.59,21.61,554.63,2388.04,9076.62,47.43,522.45,2388.08,8151.96,8.3999,392,38.93,23.4159
7937,0.0,-0.0004,642.07,1585.89,1395.67,21.6,553.61,2388.04,9072.16,47.49,522.02,2388.03,8155.86,8.4235,393,38.98,23.2328
7938,0.0003,-0.0001,642.39,1589.31,1405.26,21.61,554.04,2388.02,9076.44,47.57,521.36,2388.1,8151.82,8.413,391,38.83,23.3436
7939,-0.0001,0.0002,642.44,1587.88,1393.8,21.61,553.62,2388.05,9071.54,47.49,522.52,2388.05,8150.46,8.3872,393,38.86,23.2953
7940,-0.0,-0.0001,642.72,1582.15,1402.18,21.61,554.36,2388.02,9079.56,47.21,521.96,2388.01,8151.31,8.4436,390,39.01,23.3328
7941,-0.001,-0.0003,642.19,1591.14,1403.87,21.61,554.7,2388.07,9064.39,47.43,521.68,2388.01,8154.11,8.3949,394,38.89,23.3805
7942,-0.0008,-0.0004,642.25,1584.14,1404.49,21.61,554.25,2388.0,9069.65,47.3,521.64,2388.09,8154.14,8.4102,393,39.01,23.3369
7943,-0.002,0.0001,642.78,1584.74,1407.69,21.61,553.55,2388.07,9077.08,47.17,521.93,2388.05,8151.0,8.401,394,38.91,23.2631
7944,0.0009,0.0004,642.71,1586.06,1398.44,21.61,554.6,2388.06,9072.6,47.38,522.21,2388.07,8150.19,8.4475,393,38.8,23.3927
7945,-0.0021,0.0005,642.36,1585.47,1412.08,21.61,554.97,2388.04,9078.11,47.4,522.17,2388.01,8160.02,8.443,393,39.0,23.4454
7946,0.0006,-0.0,642.68,1583.15,1400.21,21.61,554.0,2388.0,9079.49,47.3,522.04,2388.07,8149.2,8.4181,394,38.62,23.3317
7947,-0.0005,-0.0001,642.52,1591.09,1408.33,21.61,554.06,2387.97,9075.12,47.51,522.16,2388.0,8153.94,8.4154,392,38.78,23.3482
7948,-0.0034,-0.0,642.96,1583.8,1403.33,21.61,553.87,2388.06,9076.81,47.5,521.87,2388.02,8153.02,8.4435,394,38.77,23.3781
7949,-0.0001,0.0002,642.3,1595.06,1406.41,21.61,553.99,2388.03,9074.25,47.42,521.76,2388.07,8155.32,8.429,393,38.8,23.2778
7950,0.0017,-0.0,642.68,1584.56,1405.34,21.61,554.46,2388.05,9077.11,47.57,521.91,2387.99,8157.56,8.4237,394,38.89,23.3177
7951,0.0018,0.0001,642.5,1583.8,1401.41,21.61,553.65,2388.0,9076.65,47.46,522.28,2388.09,8155.34,8.4177,393,38.72,23.3559
7952,0.002,-0.0002,642.73,1582.78,1402.07,21.61,553.74,2388.05,9075.7,47.29,521.56,2388.04,8149.98,8.4505,393,38.85,23.3532
7953,0.0022,-0.0002,642.9,1590.67,1411.28,21.61,553.76,2388.03,9080.13,47.38,521.28,2387.98,8158.04,8.4487,393,38.96,23.3155
7954,-0.0009,0.0005,642.26,1586.66,1406.71,21.61,553.63,2387.99,9078.53,47.19,521.44,2388.05,8150.07,8.4127,394,38.91,23.4011
7955,0.0,-0.0004,642.8,1589.53,1404.81,21.61,553.84,2388.06,9082.71,47.56,522.0,2388.07,8156.84,8.4413,392,39.01,23.3835
7956,0.0015,0.0004,642.19,1585.34,1403.7,21.61,553.43,2388.04,9076.0,47.23,521.31,2388.07,8156.43,8.4311,395,39.01,23.3803
7957,-0.0034,-0.0002,642.83,1593.33,1405.44,21.61,553.62,2388.03,9083.74,47.51,520.44,2388.08,8158.17,8.426,391,38.74,23.3853
7958,-0.0008,-0.0,642.42,1580.2,1409.9,21.61,553.59,2388.02,9078.08,47.25,521.61,2388.07,8156.63,8.4277,393,38.81,23.3346
7959,-0.0012,0.0,642.17,1590.65,1404.59,21.61,553.8,2387.98,9076.82,47.4,521.78,2388.05,8158.91,8.4201,392,39.01,23.3459
7960,0.0015,-0.0002,642.88,1592.81,1405.24,21.61,553.28,2388.08,9078.26,47.48,521.5,2388.06,8156.43,8.4413,393,39.04,23.3521
7961,0.0012,-0.0002,642.39,1592.89,1410.61,21.61,553.12,2388.06,9076.97,47.15,521.58,2388.05,8156.49,8.4304,393,38.85,23.3768
7962,-0.0016,0.0003,642.32,1590.52,1400.78,21.61,553.71,2388.05,9077.09,47.44,522.26,2388.08,8155.64,8.4339,392,38.86,23.3819
7963,-0.0034,0.0002,642.54,1587.16,1405.0,21.61,553.75,2388.07,9068.36,47.35,521.55,2388.04,8154.82,8.4298,393,38.88,23.2919
7964,0.0003,-0.0004,642.78,1592.59,1400.2,21.61,553.15,2388.05,9085.07,47.39,521.84,2388.05,8158.01,8.4223,392,38.79,23.2241
7965,0.0011,0.0004,642.64,1586.41,1405.88,21.61,553.16,2388.01,9075.39,47.43,521.11,2388.09,8155.58,8.4166,395,38.88,23.2367
7966,-0.0008,-0.0003,643.2,1583.27,1401.32,21.61,554.29,2388.1,9085.21,47.36,521.79,2387.98,8157.53,8.4414,392,38.99,23.2998
7967,0.0013,-0.0002,642.61,1586.44,1407.36,21.61,553.58,2388.02,9081.65,47.59,521.53,2388.07,8156.12,8.4054,394,38.95,23.3494
7968,0.002,0.0001,642.69,1593.62,1407.71,21.61,554.41,2388.05,9076.53,47.42,521.73,2388.02,8158.09,8.4281,393,38.84,23.3023
7969,0.0006,-0.0002,642.89,1583.18,1399.27,21.61,553.43,2388.09,9082.84,47.34,522.15,2387.99,8160.12,8.4198,393,38.75,23.3732
7970,0.0006,0.0002,642.57,1586.68,1407.37,21.61,553.1,2388.06,9082.47,47.49,521.21,2388.03,8159.79,8.4478,393,38.92,23.3038
7971,0.0003,-0.0003,642.65,1585.78,1408.99,21.61,553.63,2388.06,9086.48,47.66,521.19,2388.08,8158.04,8.4293,391,38.79,23.28
7972,0.0017,-0.0001,642.25,1593.33,1407.71,21.61,553.04,2388.05,9079.35,47.37,521.49,2388.11,8157.52,8.4261,395,38.74,23.2972
7973,0.0023,-0.0003,642.86,1588.61,1409.34,21.61,553.35,2388.05,9082.35,47.43,521.83,2388.06,8162.85,8.4772,393,38.86,23.2589
7974,0.0021,-0.0002,642.91,1591.03,1409.11,21.61,553.48,2388.06,9085.54,47.45,521.23,2387.97,8162.8,8.4625,393,38.84,23.345
7975,-0.0018,0.0001,642.92,1595.44,1410.32,21.61,553.13,2388.1,9081.9,47.7,521.25,2388.04,8156.93,8.4524,393,38.79,23.2779
7976,-0.0039,0.0003,642.02,1592.7,1413.37,21.61,553.74,2388.06,9086.61,47.3,521.31,2388.04,8165.01,8.4453,392,38.78,23.3812
7977,0.0033,-0.0002,642.91,1593.76,1407.4,21.61,553.82,2388.09,9084.84,47.58,521.3,2388.09,8156.39,8.4383,393,38.84,23.3251
7978,0.0015,0.0005,642.88,1590.68,1408.85,21.61,552.94,2388.1,9082.19,47.45,520.89,2388.08,8164.78,8.4174,394,38.9,23.2922
7979,-0.0022,-0.0004,643.0,1585.28,1404.21,21.61,553.67,2388.03,9085.17,47.59,521.43,2388.05,8162.18,8.4653,393,38.89,23.3182
7980,0.0015,-0.0001,642.09,1594.44,1413.32,21.61,553.78,2388.09,9087.29,47.5,521.93,2388.07,8158.76,8.4401,392,38.85,23.1918
7981,-0.0012,-0.0001,642.76,1592.1,1403.18,21.61,554.19,2388.1,9088.67,47.74,522.3,2388.06,8167.5,8.4597,395,38.98,23.2808
7982,0.0024,-0.0004,642.59,1597.51,1408.85,21.61,553.67,2388.01,9094.33,47.7,521.49,2388.08,8163.75,8.4252,392,38.91,23.2811
7983,-0.0038,0.0002,642.32,1592.73,1413.18,21.61,553.81,2388.08,9082.98,47.55,521.3,2388.12,8165.81,8.4456,393,38.75,23.2287
7984,-0.0,-0.0003,642.61,1593.13,1409.84,21.61,553.29,2388.02,9082.55,47.49,521.35,2388.06,8170.65,8.4682,394,38.81,23.2689
7985,-0.0038,-0.0002,642.72,1595.89,1409.44,21.61,553.63,2388.07,9093.64,47.86,521.47,2388.05,8168.96,8.4334,393,38.9,23.2451
7986,0.0018,-0.0002,642.41,1589.33,1407.25,21.61,553.36,2388.09,9087.74,47.58,521.02,2388.07,8163.47,8.4697,392,38.71,23.2267
7987,-0.0023,-0.0002,643.2,1598.11,1410.54,21.61,553.86,2388.09,9089.97,47.65,521.83,2388.09,8164.34,8.4517,393,38.81,23.224
7988,-0.0026,-0.0002,642.37,1598.88,1409.36,21.61,553.9,2388.02,9092.77,47.61,520.85,2388.03,8165.11,8.4683,394,38.88,23.3096
7989,0.0034,0.0003,642.47,1596.59,1413.97,21.61,553.14,2388.02,9085.32,47.65,520.98,2388.07,8167.44,8.4409,393,38.88,23.2296
7990,0.0006,-0.0002,642.64,1586.58,1409.72,21.61,553.3,2388.14,9091.95,47.47,520.98,2388.07,8161.42,8.4256,395,38.76,23.3594
7991,-0.0013,0.0005,643.26,1590.1,1408.81,21.61,553.32,2388.06,9095.88,47.41,520.93,2388.11,8168.0,8.4811,393,38.95,23.3031
7992,0.002,0.0001,642.65,1589.84,1411.28,21.61,552.83,2388.06,9098.71,47.47,520.77,2388.1,8164.53,8.4152,393,38.81,23.2936
7993,0.0002,0.0002,643.26,1597.34,1413.42,21.61,553.05,2388.08,9099.19,47.67,521.38,2388.09,8171.32,8.4293,395,38.73,23.1988
7994,0.0013,0.0004,642.96,1594.28,1412.46,21.61,553.72,2388.09,9098.67,47.51,521.19,2388.07,8167.74,8.4957,394,38.75,23.2162
7995,0.0024,0.0,643.11,1589.34,1407.76,21.61,552.67,2388.09,9095.28,47.78,521.47,2388.01,8175.77,8.4045,393,38.76,23.2066
7996,-0.0007,0.0001,643.12,1591.17,1405.76,21.61,553.4,2388.02,9105.49,47.48,521.33,2388.1,8173.37,8.4522,393,38.9,23.3059
7997,0.0039,0.0001,642.27,1594.37,1415.16,21.61,552.65,2388.11,9094.36,47.74,521.36,2388.1,8172.57,8.4662,393,38.72,23.2645
7998,0.0039,0.0004,642.79,1586.63,1413.04,21.61,552.99,2388.08,9102.72,47.54,521.71,2388.06,8166.96,8.44,394,38.65,23.3386
7999,-0.0038,0.0004,642.95,1585.76,1410.72,21.61,553.0,2388.07,9096.16,47.7,521.12,2388.05,8174.89,8.4599,395,38.56,23.1265
8000,-0.0003,0.0002,642.59,1595.91,1416.94,21.61,552.66,2388.04,9104.67,47.6,521.52,2388.02,8177.34,8.4868,394,38.61,23.2915
8001,-0.0037,-0.0,642.89,1589.53,1408.97,21.61,553.7,2388.11,9095.6,47.71,520.7,2388.09,8173.94,8.4426,393,38.72,23.1792
8002,-0.0026,0.0004,643.14,1590.16,1414.19,21.61,553.38,2388.07,9095.05,47.72,520.6,2388.08,8170.74,8.4863,392,38.75,23.2574
8003,0.0014,-0.0004,642.88,1587.66,1410.69,21.61,552.81,2388.08,9098.14,47.78,521.41,2388.11,8169.79,8.4457,395,38.89,23.265
8004,-0.0023,-0.0001,643.16,1590.5,1416.75,21.61,553.16,2388.1,9099.9,47.49,521.74,2388.06,8170.6,8.4918,394,38.72,23.2674
8005,-0.0036,0.0003,642.64,1595.51,1411.95,21.61,553.64,2388.14,9100.24,47.82,521.91,2388.08,8175.53,8.4719,395,38.77,23.2302
8006,0.0004,0.0002,642.71,1597.78,1417.32,21.61,553.35,2388.08,9099.51,47.55,521.12,2388.07,8176.74,8.4465,396,38.65,23.2573
8007,-0.0043,0.0002,642.99,1598.58,1413.15,21.61,553.84,2388.11,9099.43,47.77,520.3,2388.11,8178.82,8.4514,394,38.71,23.2068
8008,-0.0008,0.0004,643.03,1591.14,1409.14,21.61,552.89,2388.08,9098.74,47.74,521.32,2388.09,8181.83,8.4696,394,38.84,23.2241
8009,0.0012,0.0002,643.24,1601.58,1414.72,21.61,552.92,2388.13,9110.47,47.9,520.55,2388.11,8175.71,8.4747,395,38.65,23.2767
8010,0.0042,0.0,642.8,1590.27,1414.12,21.61,552.62,2388.06,9098.99,47.97,520.65,2388.12,8173.27,8.4837,394,38.65,23.2606
8011,0.0036,0.0003,642.74,1595.82,1418.46,21.61,553.31,2388.08,9107.87,47.65,521.17,2388.11,8181.8,8.4536,395,38.66,23.2067
8012,0.0019,-0.0003,642.82,1595.98,1420.22,21.61,552.17,2388.13,9112.47,47.72,520.98,2388.15,8184.22,8.4642,396,38.82,23.1661
8013,-0.0018,-0.0,642.37,1598.42,1420.56,21.61,551.95,2388.14,9116.94,47.84,520.61,2388.12,8183.08,8.4492,395,38.56,23.289
8014,-0.0027,0.0002,643.62,1598.57,1421.09,21.61,553.06,2388.11,9116.88,47.82,520.8,2388.11,8190.93,8.4892,396,38.72,23.1772
8015,0.0003,0.0,642.48,1597.18,1421.2,21.61,553.11,2388.08,9109.74,47.52,520.89,2388.09,8190.5,8.4716,394,38.83,23.2267
8016,-0.0013,0.0002,643.17,1598.63,1415.36,21.61,552.65,2388.13,9114.68,47.8,520.84,2388.11,8181.36,8.4943,395,38.56,23.1498
8017,0.0022,-0.0003,643.29,1593.07,1418.73,21.61,552.65,2388.12,9120.14,47.85,520.56,2388.11,8188.37,8.5129,394,38.72,23.1414
8018,-0.0011,0.0002,643.36,1595.21,1419.76,21.61,552.58,2388.15,9115.98,47.72,521.13,2388.04,8189.85,8.4625,395,38.74,23.1496
8019,-0.0005,0.0005,642.96,1594.57,1422.46,21.61,552.59,2388.13,9117.9,47.77,520.49,2388.09,8193.91,8.5019,395,38.59,23.2329
8020,-0.0031,-0.0004,642.35,1596.48,1421.22,21.61,552.62,2388.08,9125.32,47.82,520.57,2388.11,8193.8,8.5162,394,38.48,23.1055
8021,-0.0006,0.0003,643.28,1600.51,1414.8,21.61,552.06,2388.13,9117.01,47.77,520.95,2388.07,8196.84,8.4745,396,38.73,23.2066
8022,0.002,-0.0003,643.62,1599.12,1419.88,21.61,552.74,2388.08,9121.2,47.86,520.62,2388.11,8189.84,8.4912,395,38.68,23.188
8023,-0.0004,-0.0002,643.23,1596.67,1416.36,21.61,552.76,2388.11,9119.39,47.87,520.34,2388.08,8186.77,8.4935,396,38.59,23.1971
8024,0.0006,0.0002,643.3,1592.09,1419.63,21.61,552.68,2388.09,9120.93,47.84,520.59,2388.14,8197.98,8.4879,396,38.64,23.0716
8025,-0.0042,-0.0003,643.03,1593.26,1421.77,21.61,552.21,2388.16,9126.41,47.86,520.2,2388.08,8199.6,8.477,394,38.56,23.2225
8026,0.003,0.0003,643.08,1596.2,1416.68,21.61,551.53,2388.15,9133.0,47.96,520.47,2388.1,8194.11,8.4683,396,38.62,23.1026
8027,-0.0002,0.0004,642.8,1594.17,1417.11,21.61,552.11,2388.12,9130.02,47.92,520.59,2388.14,8198.03,8.4752,397,38.59,23.0607
8028,0.0017,-0.0003,643.22,1594.8,1424.74,21.61,552.71,2388.16,9128.06,47.81,520.52,2388.15,8197.88,8.4812,396,38.49,23.1872
8029,0.0012,0.0002,643.03,1598.1,1421.35,21.61,551.83,2388.15,9131.22,47.98,520.56,2388.15,8199.49,8.5129,395,38.56,23.1615
8030,0.0008,-0.0,643.34,1600.74,1415.37,21.61,551.98,2388.12,9139.97,48.03,520.04,2388.12,8197.56,8.5,395,38.64,23.0379
8031,0.0057,0.0003,643.63,1599.01,1419.32,21.61,552.15,2388.15,9137.83,47.87,520.97,2388.14,8206.71,8.4998,395,38.45,23.1545
8032,-0.0037,-0.0,643.4,1601.51,1420.83,21.61,552.77,2388.12,9142.0,47.99,520.4,2388.13,8209.36,8.5278,397,38.71,23.1533
8033,-0.0007,0.0,643.68,1599.48,1428.41,21.61,551.7,2388.19,9141.47,47.95,520.06,2388.1,8202.8,8.4869,397,38.71,23.1123
8034,0.0016,0.0003,643.63,1597.54,1422.52,21.61,552.91,2388.18,9148.09,48.15,520.37,2388.12,8208.9,8.5426,395,38.63,23.0502
8035,0.0016,0.0003,642.86,1597.65,1421.63,21.61,551.88,2388.16,9143.5,48.19,520.4,2388.15,8212.79,8.5217,396,38.24,23.0194
8036,-0.0001,0.0005,643.95,1601.42,1429.42,21.61,551.44,2388.15,9143.75,48.06,520.17,2388.12,8213.3,8.5323,396,38.49,23.0543
8037,-0.0012,0.0005,643.91,1603.06,1423.13,21.61,551.85,2388.15,9149.0,48.25,520.08,2388.15,8214.56,8.551,396,38.59,23.0281
8038,-0.0013,-0.0002,643.49,1605.82,1434.97,21.61,551.97,2388.15,9149.92,48.32,519.69,2388.17,8209.9,8.5262,397,38.48,23.0126
8039,-0.0014,0.0,644.07,1602.54,1431.63,21.61,550.98,2388.18,9155.38,48.03,519.6,2388.17,8215.17,8.5404,398,38.49,23.0107
8040,-0.0,-0.0002,643.82,1610.3,1423.4,21.61,552.7,2388.22,9147.43,48.17,519.94,2388.19,8216.11,8.5354,398,38.47,23.0304
8041,-0.0024,-0.0001,643.51,1603.91,1428.74,21.61,551.53,2388.16,9152.86,48.34,520.07,2388.17,8214.55,8.4999,398,38.25,23.1237
8042,0.0016,-0.0001,642.6,1580.46,1394.47,21.61,554.81,2388.08,9061.05,47.38,521.97,2388.03,8144.4,8.4151,391,38.87,23.3795
8043,0.0012,-0.0001,642.4,1588.76,1400.28,21.61,554.47,2388.08,9060.98,47.1,522.16,2388.0,8141.45,8.3744,391,39.08,23.3892
8044,-0.006,0.0005,642.98,1590.3,1405.86,21.61,554.34,2388.08,9058.45,47.46,522.24,2388.05,8142.36,8.3947,393,38.9,23.3858
8045,0.0031,0.0004,642.12,1588.84,1402.98,21.6,553.99,2387.98,9070.31,47.27,522.39,2388.02,8137.68,8.4241,392,39.05,23.3261
8046,-0.0022,-0.0001,642.14,1590.78,1403.11,21.61,553.69,2387.98,9063.56,47.34,521.59,2388.05,8137.8,8.3895,393,38.81,23.3922
8047,0.002,0.0003,642.26,1589.8,1402.05,21.61,554.06,2388.03,9063.49,47.43,522.52,2387.99,8143.27,8.4403,391,39.07,23.3656
8048,0.0003,0.0002,642.3,1581.98,1403.07,21.61,554.81,2388.08,9062.42,47.27,522.14,2387.98,8143.66,8.4038,390,39.12,23.4255
8049,0.0012,-0.0004,642.21,1591.28,1400.34,21.61,554.84,2388.05,9065.01,47.42,522.33,2387.99,8144.19,8.3991,392,38.99,23.407
8050,0.0001,0.0001,642.62,1584.98,1403.2,21.61,553.22,2388.02,9057.52,47.26,522.27,2388.07,8143.06,8.4412,393,38.96,23.459
8051,-0.0029,-0.0003,642.46,1586.76,1399.21,21.61,553.83,2388.05,9064.16,47.4,521.94,2388.06,8141.74,8.4428,391,38.97,23.3415
8052,0.0025,-0.0003,642.86,1585.34,1407.86,21.61,554.17,2388.09,9053.78,47.37,522.31,2388.04,8144.52,8.4196,392,39.12,23.3778
8053,0.002,-0.0003,642.87,1587.0,1408.09,21.61,553.73,2388.04,9055.35,47.43,521.86,2388.01,8137.92,8.4217,390,38.88,23.4366
8054,-0.001,-0.0004,642.63,1587.9,1404.46,21.61,554.51,2388.01,9055.01,47.37,521.33,2388.07,8143.6,8.387,391,38.99,23.403
8055,0.0012,-0.0002,641.6,1584.05,1407.37,21.61,554.72,2388.02,9057.99,47.19,521.55,2388.04,8146.8,8.3964,393,39.06,23.4565
8056,0.0036,0.0001,642.97,1583.8,1405.38,21.61,554.36,2388.03,9064.62,47.32,521.54,2388.01,8142.83,8.382,393,38.81,23.4572
8057,-0.0003,-0.0004,641.99,1584.39,1402.89,21.61,554.27,2388.07,9066.25,47.3,521.83,2388.03,8136.33,8.4188,393,39.09,23.3508
8058,-0.0051,0.0004,642.21,1586.78,1407.31,21.61,554.36,2388.03,9071.06,47.33,521.58,2388.04,8143.55,8.4099,392,39.06,23.3711
8059,0.0029,-0.0002,642.34,1590.23,1403.38,21.61,553.79,2388.0,9062.85,47.24,522.54,2388.01,8138.32,8.4223,392,38.89,23.2589
8060,0.0022,-0.0002,642.35,1589.2,1396.44,21.61,554.13,2388.0,9063.3,47.37,522.34,2388.0,8141.16,8.4246,392,38.97,23.2955
8061,0.0002,-0.0002,642.48,1585.53,1405.74,21.61,554.11,2388.05,9064.56,47.35,522.42,2388.04,8148.28,8.4495,392,38.99,23.4065
8062,0.0038,-0.0002,642.57,1589.6,1401.32,21.61,554.49,2388.04,9061.6,47.04,521.54,2388.01,8139.33,8.4055,391,38.99,23.4016
8063,0.0011,0.0002,642.52,1582.14,1395.81,21.61,553.65,2388.02,9064.92,47.27,522.21,2388.09,8140.59,8.4267,392,39.07,23.3912
8064,-0.0037,0.0004,642.6,1588.97,1399.29,21.61,554.88,2388.02,9058.76,47.25,521.5,2388.06,8139.33,8.4041,393,38.99,23.4262
8065,-0.0044,0.0005,642.49,1591.16,1398.86,21.61,554.17,2388.01,9063.3,47.4,521.63,2388.01,8140.92,8.4324,392,38.9,23.3373
8066,-0.0018,0.0004,642.7,1589.23,1400.98,21.61,554.2,2388.06,9057.63,47.43,521.86,2388.0,8138.13,8.4386,394,38.93,23.4046
8067,-0.0014,-0.0,642.52,1590.99,1402.15,21.61,554.1,2388.04,9061.21,47.26,522.32,2388.08,8142.25,8.4213,393,39.0,23.3014
8068,0.0019,0.0002,642.58,1586.81,1397.25,21.61,553.96,2388.07,9066.89,47.22,522.35,2388.0,8140.88,8.4223,393,38.96,23.378
8069,-0.0044,-0.0005,642.6,1594.31,1403.94,21.61,554.13,2388.03,9064.79,47.24,522.07,2388.0,8138.1,8.3917,393,39.07,23.3193
8070,-0.0013,0.0003,642.29,1591.81,1399.87,21.61,554.26,2388.04,9061.53,47.17,522.02,2388.03,8139.62,8.3869,392,38.8,23.4727
8071,-0.0013,-0.0,642.55,1587.38,1399.82,21.61,554.81,2388.09,9072.27,47.34,521.54,2388.0,8144.06,8.4206,391,39.06,23.3579
8072,0.0017,-0.0,642.43,1590.14,1406.62,21.6,555.06,2388.03,9060.51,47.31,522.39,2388.04,8143.29,8.3796,392,38.81,23.3884
8073,0.0015,-0.0004,642.43,1587.18,1407.89,21.61,554.55,2388.08,9066.2,47.34,521.91,2388.03,8142.92,8.4065,392,38.97,23.2845
8074,-0.0009,0.0001,642.3,1583.36,1399.88,21.61,553.61,2388.06,9057.76,47.57,522.15,2388.01,8141.39,8.4263,393,38.9,23.3138
8075,0.0013,-0.0004,642.33,1585.62,1401.65,21.61,554.13,2388.09,9059.3,47.26,521.95,2388.05,8147.39,8.4113,393,39.09,23.3024
8076,-0.0026,0.0003,642.32,1591.3,1401.11,21.61,554.59,2388.05,9063.73,47.18,522.12,2388.01,8140.9,8.3996,392,39.0,23.3202
8077,-0.0019,-0.0005,642.19,1582.64,1401.59,21.61,553.97,2388.05,9058.68,47.31,521.56,2388.07,8140.01,8.4185,391,38.92,23.3359
